label,message,char_count,word_count,avg_word_length,exclamation_count,financial_words,urgency_words,action_words,phone_numbers,urls,emoji_count,slang_score,language_mix_ratio,capitalization_ratio,profanity_count,url_is_suspicious,url_is_registered,platform,sender_type
ham,lol that meme had me dead ❤️ send it again,42,9,3.444,0,0,0,1,0,0,1,0,0,0,0,0,0,Instagram,business
spam,Low-key insane cashback $50 when you shop at https://example.com/offer 💸 use Z8KDG8,83,15,4.267,0,2,0,0,0,1,1,0,0,0.06,0,0,1,Instagram,business
spam,Influencer collab — DM YES or check linktr.ee/deal ✨ @Beatly,60,10,4.6,0,0,0,1,0,1,1,1,0,0.117,0,1,0,Email,unknown
ham,"save this song, it's been on repeat 🎧",37,8,3.375,0,0,0,0,0,0,1,0,0,0,0,0,0,Telegram,business
ham,"send the notes pls, i missed lecture :(",39,7,4.143,0,0,0,1,0,0,0,0,0,0,0,0,0,Email,business
ham,screenshot ur notes and send pls पनि,36,7,4.143,0,0,0,1,0,0,0,0,0.1,0,0,0,0,SMS,unknown
ham,"ma tard hunchu, 20 min delay. sorry yaar 🤯",42,8,3.875,0,0,0,0,0,0,0,0,0,0,0,0,0,Telegram,unknown
ham,"save this song, it's been on repeat 🎧 पनि",41,9,3.222,0,0,0,0,0,0,1,0,0.1,0,0,0,0,WhatsApp,unknown
ham,ikr that vid was insane 🤯 showed it to mom lol,46,10,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,WhatsApp,business
ham,srsly need coffee rn ☕ wanna grab?,34,6,4.333,0,0,0,0,0,0,1,0,0,0,0,0,0,WhatsApp,unknown
spam,Low-key insane cashback 50 followers when you shop at https://example.com/offer 💸 use FFXVMH,92,16,4.562,0,2,0,0,0,1,1,0,0,0.076,0,0,1,Email,unknown
spam,🔥 Drop alert! Exclusive drip bundle on @GlowUp. Claim: https://amazon.com/deal 😡,80,12,4.917,1,0,0,1,0,1,2,0,0,0.062,0,0,1,Email,unknown
spam,Limited drop: 90% off airpods clone — visit https://amazon.com/deal T&C apply,77,14,4.143,0,0,1,0,0,1,0,0,0,0.039,0,0,1,Email,user
spam,Influencer collab — DM YES or check go.shop/claim ✨ @TokNow,59,10,4.5,0,0,0,2,0,1,1,1,0,0.136,0,1,0,Telegram,unknown
spam,Low-key insane cashback $100 when you shop at https://offer-now.org/dcab3b 💸 use CVRBUT,87,16,4.188,0,2,1,0,0,1,1,0,0,0.08,0,0,0,Instagram,unknown
spam,Verify your YouTube account: linktr.ee/deal (OTP: KA9HFL) ⚠️,60,9,5,0,0,0,0,0,1,1,0,0,0.183,0,1,0,Telegram,business
ham,"phone battery low, using sis's rn. be there soon",48,10,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Instagram,unknown
ham,u still down for movie? tickets at 7 https://example.com/offer,62,12,4,0,1,0,0,0,1,0,0,0,0,0,0,1,Telegram,verified
ham,"tysm for today, had so much fun ❤️",34,7,3.429,0,0,1,0,0,0,1,0,0,0,0,0,0,Instagram,unknown
ham,"save this song, it's been on repeat 🎧 पनि",41,9,3.222,0,0,0,0,0,0,1,0,0.1,0,0,0,0,SMS,unknown
spam,FLASH GIVEAWAY! RT + click https://example.com/offer to enter. Winners tonight!,79,12,5.083,2,1,0,1,0,1,0,0,0,0.203,0,0,1,SMS,business
spam,Win NFT mint pass! Go https://amazon.com/deal now. Only for followers of @Beatly 🔥,82,15,4.067,1,1,1,0,0,1,1,0,0,0.085,0,0,1,SMS,verified
spam,Win NFT mint pass! Go go.shop/claim now. Only for followers of @NeoWear 🔥,73,14,3.929,1,1,1,1,0,1,1,0,0,0.11,0,1,0,SMS,unknown
ham,pls pick up milk + eggs on ur way home?,39,9,3.111,0,0,0,0,0,0,0,0,0,0,0,0,0,Telegram,business
ham,"brb, stuck in class rn. ttyl 😩",30,6,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,SMS,user
spam,Low-key insane cashback $50 when you shop at linktr.ee/deal 💸 use T6HG2V,72,14,4,0,1,0,0,0,1,1,0,0,0.069,0,1,0,WhatsApp,user
spam,Verify your SnapGram account: linktr.ee/deal (OTP: GFZL6A) ⚠️,61,9,5.111,0,0,0,0,0,1,1,0,0,0.18,0,1,0,SMS,business
spam,🔥 Drop alert! Exclusive airpods clone on @ChaatApp. Claim: tiny.one/drops 🙂,75,11,5.182,1,0,0,1,0,1,2,0,0,0.067,0,1,0,WhatsApp,business
spam,Claim your gift: https://unknownsite.xyz/b3adb3 code 7067IJ 🎁,61,9,5.333,0,1,0,1,0,1,1,0,0,0.049,0,0,0,Email,unknown
ham,"tysm for today, had so much fun ❤️",34,7,3.429,0,0,1,0,0,0,1,0,0,0,0,0,0,SMS,unknown
ham,"phone battery low, using sis's rn. be there soon",48,10,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,WhatsApp,unknown
spam,Claim your gift: https://brand.com/redeem code AEOBOK 🎁,55,9,4.667,0,1,0,2,0,1,1,0,0,0.127,0,1,1,WhatsApp,unknown
spam,Influencer collab — DM YES or check https://spotify.com/promo ✨ @ChaatApp,73,11,5.091,0,0,0,1,0,1,1,1,0,0.11,0,0,1,Instagram,business
ham,"phone battery low, using sis's rn. be there soon",48,10,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,SMS,unknown
ham,"tysm for today, had so much fun ❤️ ठीक छ",40,10,2.7,0,0,1,0,0,0,1,0,0.143,0,0,0,0,Email,user
ham,"phone battery low, using sis's rn. be there soon",48,10,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,WhatsApp,unknown
spam,Influencer collab — DM YES or check https://spotify.com/promo ✨ @TokNow,71,11,4.909,0,0,0,1,0,1,1,1,0,0.113,0,0,1,Instagram,unknown
ham,did u finish the assignment? i can't 🙃 पनि,42,9,3.333,0,0,0,0,0,0,1,0,0.097,0,0,0,0,WhatsApp,business
spam,Low-key insane cashback ₹2000 when you shop at tiny.one/drops 💸 use 8W2PO8,74,14,4.143,0,1,0,0,0,1,1,0,0,0.054,0,1,0,SMS,user
spam,Verify your Telegram account: https://spotify.com/promo (OTP: 0U8SFV) ⚠️,72,10,5.4,0,0,0,0,0,1,1,0,0,0.125,0,0,1,Email,unknown
spam,Verify your YouTube account: linktr.ee/deal (OTP: SRJVDQ) ⚠️,60,9,5,0,0,0,0,0,1,1,0,0,0.2,0,1,0,Telegram,business
ham,"save this song, it's been on repeat 🎧",37,8,3.375,0,0,0,0,0,0,1,0,0,0,0,0,0,Instagram,verified
spam,Earn 50 followers/week from phone. Apply: linktr.ee/deal 💸,58,10,4.5,0,0,0,0,0,1,1,0,0,0.034,0,1,0,WhatsApp,unknown
spam,Limited drop: 90% off phone skin — visit https://spotify.com/promo T&C apply,76,14,4.071,0,0,1,0,0,1,0,0,0,0.039,0,0,1,SMS,unknown
spam,Win NFT mint pass! Go https://spotify.com/promo now. Only for followers of @GlowUp 🔥,84,15,4.2,1,1,1,0,0,1,1,0,0,0.095,0,0,1,Telegram,business
ham,happy bday!!! gonna cake u later 🎉,34,6,4,3,0,0,0,0,0,1,0,0,0,0,0,0,Email,unknown
ham,srsly need coffee rn ☕ wanna grab?,34,6,4.333,0,0,0,0,0,0,1,0,0,0,0,0,0,SMS,user
ham,omggg they released season 3!! when r we watching?,50,9,4.333,2,0,0,0,0,0,0,0,0,0,0,0,0,Telegram,unknown
spam,Claim your gift: t.ly/win code 31Q1E9 🎁,39,8,3.625,0,2,0,1,0,1,1,0,0,0.077,0,1,0,SMS,unknown
spam,Earn $100/week from phone. Apply: https://example.com/offer 💸,61,10,4.5,0,1,0,0,0,1,1,0,0,0.033,0,0,1,WhatsApp,unknown
ham,u coming to the party tonight? it's gonna be lit 🎁,50,11,3.364,0,0,0,0,0,0,1,1,0,0,0,0,0,Instagram,unknown
ham,"call me when free, need to ask something",40,8,4,0,1,0,1,0,0,0,0,0,0,0,0,0,SMS,unknown
spam,TXT WIN to 69613 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,Instagram,unknown
ham,u still down for movie? tickets at 7,36,8,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Email,unknown
ham,did u finish the assignment? i can't 🙃,38,8,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Email,business
spam,Influencer collab — DM YES or check https://spotify.com/promo ✨ @Trendify,73,11,5.091,0,0,0,1,0,1,1,1,0,0.096,0,0,1,Telegram,unknown
spam,Congrats! 🎉 You won 50 followers via Telegram. Tap https://spotify.com/promo to claim. OTP: V63L56,98,16,4.688,1,0,0,2,0,1,1,0,0,0.092,0,0,1,Instagram,unknown
spam,FREE VIP — use UVPZVG at https://brand.com/redeem 🤯 limited 1 per user,70,13,4,0,1,1,1,0,1,0,0,0,0.186,0,1,1,Email,verified
spam,Win NFT mint pass! Go rb.gy/claim now. Only for followers of @Beatly 🔥,70,14,3.714,1,1,1,1,0,1,1,0,0,0.1,0,1,0,Telegram,unknown
ham,did u finish the assignment? i can't 🙃 धेरै राम्रो,50,13,2.538,0,0,0,0,0,0,1,0,0.263,0,0,0,0,Telegram,user
spam,Verify your YouTube account: tiny.one/drops (OTP: CLDMSP) ⚠️,60,9,5,0,0,0,0,0,1,1,0,0,0.2,0,1,0,SMS,unknown
spam,Verify bank details: t.ly/win — failure to verify may freeze account 🚀,70,12,4.5,0,2,0,0,0,1,1,0,0,0.014,0,1,0,WhatsApp,unknown
ham,"call me when free, need to ask something",40,8,4,0,1,0,1,0,0,0,0,0,0,0,0,0,Instagram,unknown
spam,Verify your SnapGram account: https://brand.com/2ccbb1 (OTP: IXXUHC) ⚠️,71,10,5.3,0,0,0,0,0,1,1,0,0,0.169,0,0,1,SMS,user
spam,Parcel held — release with link https://amazon.com/deal or call 82468 to avoid return 🔥,87,15,4.467,0,0,0,1,1,1,1,0,0,0.011,0,0,1,Email,business
ham,"phone battery low, using sis's rn. be there soon https://example.com/track",74,14,4.071,0,0,0,0,0,1,0,0,0,0,0,0,1,Instagram,unknown
spam,FREE VIP — use 6TF6S3 at go.shop/claim 🤯 limited 1 per user,59,12,3.667,0,1,1,1,0,1,0,0,0,0.169,0,1,0,Telegram,unknown
spam,FLASH GIVEAWAY! RT + click https://unknownsite.xyz/d12b24 to enter. Winners tonight!,84,12,5.5,2,0,0,1,0,1,0,0,0,0.19,0,0,0,SMS,unknown
ham,"omw to ur place, 10 min 😱",25,6,2.833,0,0,0,0,0,0,1,1,0,0,0,0,0,Instagram,registered_business
spam,Congrats! 🎉 You won Rs.500 via TokNow. Tap linktr.ee/deal to claim. OTP: MBD0RI,79,15,3.933,1,1,0,2,0,1,1,0,0,0.177,0,1,0,Instagram,unknown
spam,Get followers — boost package ₹2000 followers: t.ly/win 🚀,57,9,4.778,0,1,0,0,0,1,1,0,0,0.018,0,1,0,Instagram,user
ham,"call me when free, need to ask something ठीक छ",46,11,3.182,0,1,0,1,0,0,0,0,0.111,0,0,0,0,Telegram,registered_business
spam,Influencer collab — DM YES or check linktr.ee/deal ✨ @ChaatApp,62,10,4.8,0,0,0,1,0,1,1,1,0,0.129,0,1,0,Instagram,business
ham,"group study at my place 4pm, bring laptop",41,8,4.125,0,0,0,0,0,0,0,0,0,0,0,0,0,SMS,unknown
ham,"call me when free, need to ask something",40,8,4,0,1,0,1,0,0,0,0,0,0,0,0,0,WhatsApp,unknown
spam,Verify your Spotify account: rb.gy/claim (OTP: SUXO0H) ⚠️,57,9,4.667,0,0,0,1,0,1,1,0,0,0.175,0,1,0,SMS,unknown
spam,FLASH GIVEAWAY! RT + click https://spotify.com/promo to enter. Winners tonight!,79,12,5.083,2,0,0,1,0,1,0,0,0,0.203,0,0,1,Telegram,verified
ham,pls pick up milk + eggs on ur way home?,39,9,3.111,0,0,0,0,0,0,0,0,0,0,0,0,0,Telegram,business
spam,Parcel held — release with link https://brand.com/redeem or call 50108 to avoid return 🎉,88,15,4.533,0,0,0,2,1,1,1,0,0,0.011,0,1,1,Instagram,verified
ham,"tysm for today, had so much fun ❤️",34,7,3.429,0,0,1,0,0,0,1,0,0,0,0,0,0,Email,unknown
ham,"call me when free, need to ask something",40,8,4,0,1,0,1,0,0,0,0,0,0,0,0,0,Instagram,unknown
spam,Congrats! 🎉 You won 50 followers via YouTube. Tap rb.gy/claim to claim. OTP: FSZKJO,83,15,4.2,1,0,0,3,0,1,1,0,0,0.169,0,1,0,SMS,unknown
spam,Congrats! 🎉 You won 50 followers via Instagram. Tap https://brand.com/redeem to claim. OTP: 2E9SGG,98,16,4.688,1,0,0,3,0,1,1,0,0,0.112,0,1,1,Instagram,unknown
ham,did u finish the assignment? i can't 🙃,38,8,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,SMS,unknown
ham,srsly need coffee rn ☕ wanna grab? ठीक छ,40,9,3.222,0,0,0,0,0,0,1,0,0.133,0,0,0,0,SMS,unknown
spam,FLASH GIVEAWAY! RT + click go.shop/claim to enter. Winners tonight!,67,11,4.727,2,0,0,2,0,1,0,0,0,0.239,0,1,0,Telegram,user
spam,Get followers — boost package $100 followers: t.ly/win 🚀,56,9,4.667,0,1,0,0,0,1,1,0,0,0.018,0,1,0,WhatsApp,business
ham,we're meeting at 6pm at the usual spot. don't be late,53,13,3.077,0,0,0,0,0,0,0,0,0,0,0,0,0,SMS,unknown
spam,Parcel held — release with link https://example.com/offer or call 24878 to avoid return 😩,89,15,4.6,0,1,0,1,1,1,1,0,0,0.011,0,0,1,Telegram,business
spam,FREE VIP — use I0506F at https://brand.com/redeem 🤯 limited 1 per user,70,13,4,0,1,1,1,0,1,0,0,0,0.129,0,1,1,Telegram,unknown
ham,lol that meme had me dead ⚠️ send it again,42,9,3.444,0,0,0,1,0,0,1,0,0,0,0,0,0,Telegram,unknown
ham,pls pick up milk + eggs on ur way home? धेरै राम्रो,51,14,2.357,0,0,0,0,0,0,0,0,0.263,0,0,0,0,SMS,business
spam,Earn $100/week from phone. Apply: tiny.one/drops 💸,50,9,4.111,0,0,0,0,0,1,1,0,0,0.04,0,1,0,SMS,unknown
spam,Congrats! 🎉 You won 50 followers via Spotify. Tap bit.ly/fomo to claim. OTP: LVOYJV,83,15,4.2,1,0,0,2,0,1,1,0,0,0.157,0,1,0,WhatsApp,unknown
spam,TXT WIN to 34620 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,Email,business
ham,lol that meme had me dead 😡 send it again,41,9,3.444,0,0,0,1,0,0,1,0,0,0,0,0,0,Instagram,unknown
ham,"group study at my place 4pm, bring laptop",41,8,4.125,0,0,0,0,0,0,0,0,0,0,0,0,0,Email,user
ham,we're meeting at 6pm at the usual spot. don't be late ठिक छ,59,16,2.688,0,0,0,0,0,0,0,0,0.093,0,0,0,0,SMS,unknown
spam,🔥 Drop alert! Exclusive concert tix on @Gramify. Claim: go.shop/claim 😩,71,11,4.818,1,0,0,2,0,1,2,0,0,0.056,0,1,0,Email,business
spam,Low-key insane cashback 50 followers when you shop at tiny.one/drops 💸 use YNJ8OF,81,15,4.333,0,1,0,0,0,1,1,0,0,0.074,0,1,0,Email,unknown
ham,pls pick up milk + eggs on ur way home?,39,9,3.111,0,0,0,0,0,0,0,0,0,0,0,0,0,Telegram,unknown
spam,Earn 100 followers/week from phone. Apply: https://brand.com/1b1c3a 💸,69,11,4.818,0,0,0,0,0,1,1,0,0,0.029,0,0,1,Email,unknown
ham,"send the notes pls, i missed lecture :( ठिक छ",45,10,3.2,0,0,0,1,0,0,0,0,0.121,0,0,0,0,Instagram,unknown
spam,Earn Rs.500/week from phone. Apply: https://brand.com/243a32 💸,62,11,4.182,0,1,0,0,0,1,1,0,0,0.048,0,0,1,Email,user
spam,FREE VIP — use 1PUHYT at https://example.com/offer 🤯 limited 1 per user,71,13,4.077,0,2,1,0,0,1,0,0,0,0.169,0,0,1,Instagram,unknown
spam,Get followers — boost package 100 followers followers: https://spotify.com/promo 🚀,82,11,5.909,0,0,0,0,0,1,1,0,0,0.012,0,0,1,Instagram,user
spam,Influencer collab — DM YES or check https://offer-now.org/db314a ✨ @Gramify,75,12,4.75,0,1,1,1,0,1,1,1,0,0.093,0,0,0,WhatsApp,unknown
ham,"send the notes pls, i missed lecture :( ठीक छ",45,10,3.2,0,0,0,1,0,0,0,0,0.121,0,0,0,0,SMS,unknown
spam,Win NFT mint pass! Go https://spotify.com/promo now. Only for followers of @NeoWear 🔥,85,15,4.267,1,1,1,0,0,1,1,0,0,0.094,0,0,1,WhatsApp,unknown
ham,screenshot ur notes and send pls,32,6,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,Email,user
ham,"omw to ur place, 10 min 😱",25,6,2.833,0,0,0,0,0,0,1,1,0,0,0,0,0,SMS,user
ham,"ma tard hunchu, 20 min delay. sorry yaar 😩",42,8,3.875,0,0,0,0,0,0,1,0,0,0,0,0,0,Email,user
spam,Win NFT mint pass! Go https://brand.com/redeem now. Only for followers of @SnapGram 🔥,85,15,4.267,1,1,1,1,0,1,1,0,0,0.094,0,1,1,Instagram,user
ham,"ma tard hunchu, 20 min delay. sorry yaar 😩",42,8,3.875,0,0,0,0,0,0,1,0,0,0,0,0,0,Telegram,unknown
ham,"group study at my place 4pm, bring laptop",41,8,4.125,0,0,0,0,0,0,0,0,0,0,0,0,0,SMS,business
spam,FLASH GIVEAWAY! RT + click https://example.com/offer to enter. Winners tonight!,79,12,5.083,2,1,0,1,0,1,0,0,0,0.203,0,0,1,SMS,user
spam,Claim your gift: https://brand.com/1d321b code 2LZ7AA 🎁,55,9,4.667,0,1,0,1,0,1,1,0,0,0.091,0,0,1,WhatsApp,business
ham,"group study at my place 4pm, bring laptop पनि",45,9,3.889,0,0,0,0,0,0,0,0,0.086,0,0,0,0,SMS,unknown
spam,Verify your Spotify account: https://brand.com/redeem (OTP: Z35BRH) ⚠️,70,10,5.2,0,0,0,1,0,1,1,0,0,0.129,0,1,1,Instagram,user
spam,Earn $100/week from phone. Apply: tiny.one/drops 💸,50,9,4.111,0,0,0,0,0,1,1,0,0,0.04,0,1,0,Telegram,unknown
spam,Earn 50 followers/week from phone. Apply: linktr.ee/deal 💸,58,10,4.5,0,0,0,0,0,1,1,0,0,0.034,0,1,0,Telegram,unknown
ham,pls pick up milk + eggs on ur way home? https://spotify.com/promo धेरै राम्रो,77,18,2.944,0,0,0,0,0,1,0,0,0.172,0,0,0,1,WhatsApp,business
ham,srsly need coffee rn ☕ wanna grab?,34,6,4.333,0,0,0,0,0,0,1,0,0,0,0,0,0,Instagram,unknown
ham,ikr that vid was insane 🤯 showed it to mom lol,46,10,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,WhatsApp,business
spam,Limited drop: 90% off concert tix — visit bit.ly/fomo T&C apply,63,13,3.615,0,0,1,0,0,1,0,0,0,0.048,0,1,0,Email,unknown
spam,TXT WIN to 21929 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,WhatsApp,unknown
spam,FLASH GIVEAWAY! RT + click https://brand.com/d22ddc to enter. Winners tonight!,78,12,5,2,0,0,1,0,1,0,0,0,0.205,0,0,1,Telegram,verified
spam,Limited drop: 90% off drip bundle — visit https://example.com/offer T&C apply,77,14,4.143,0,1,1,0,0,1,0,0,0,0.039,0,0,1,SMS,user
spam,Influencer collab — DM YES or check https://brand.com/344142 ✨ @Gramify,71,11,4.909,0,0,0,1,1,1,1,1,0,0.099,0,0,1,Telegram,user
ham,"group study at my place 4pm, bring laptop",41,8,4.125,0,0,0,0,0,0,0,0,0,0,0,0,0,Instagram,unknown
ham,"group study at my place 4pm, bring laptop",41,8,4.125,0,0,0,0,0,0,0,0,0,0,0,0,0,WhatsApp,user
spam,FREE VIP — use VX8TQL at https://brand.com/redeem 🤯 limited 1 per user,70,13,4,0,1,1,1,0,1,0,0,0,0.171,0,1,1,Instagram,registered_business
ham,"save this song, it's been on repeat 🎧",37,8,3.375,0,0,0,0,0,0,1,0,0,0,0,0,0,SMS,business
spam,Influencer collab — DM YES or check https://example.com/offer ✨ @SnapGram,73,11,5.091,0,1,0,1,0,1,1,1,0,0.11,0,0,1,SMS,unknown
ham,pls pick up milk + eggs on ur way home? पनि,43,10,3,0,0,0,0,0,0,0,0,0.097,0,0,0,0,Telegram,business
ham,happy bday!!! gonna cake u later ✨,34,6,4,3,0,0,0,0,0,1,0,0,0,0,0,0,SMS,user
ham,"tysm for today, had so much fun ❤️",34,7,3.429,0,0,1,0,0,0,1,0,0,0,0,0,0,Telegram,unknown
ham,u still down for movie? tickets at 7,36,8,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Instagram,business
ham,ikr that vid was insane 🤯 showed it to mom lol धेरै राम्रो,58,15,2.667,0,0,0,0,0,0,0,1,0.222,0,0,0,0,Telegram,user
ham,"tysm for today, had so much fun ❤️",34,7,3.429,0,0,1,0,0,0,1,0,0,0,0,0,0,Email,user
spam,FREE VIP — use 3LIZ8E at go.shop/claim 🤯 limited 1 per user,59,12,3.667,0,1,1,1,0,1,0,0,0,0.186,0,1,0,SMS,business
ham,did u finish the assignment? i can't 🙃 धेरै राम्रो,50,13,2.538,0,0,0,0,0,0,1,0,0.263,0,0,0,0,SMS,unknown
ham,lol that meme had me dead 😡 send it again ठीक छ,47,12,2.833,0,0,0,1,0,0,1,0,0.114,0,0,0,0,WhatsApp,registered_business
ham,srsly need coffee rn ☕ wanna grab?,34,6,4.333,0,0,0,0,0,0,1,0,0,0,0,0,0,Instagram,business
ham,happy bday!!! gonna cake u later 💸,34,6,4,3,0,0,0,0,0,1,0,0,0,0,0,0,Telegram,unknown
spam,FLASH GIVEAWAY! RT + click https://brand.com/c1a2cc to enter. Winners tonight!,78,12,5,2,0,0,1,0,1,0,0,0,0.205,0,0,1,Email,unknown
spam,FLASH GIVEAWAY! RT + click t.ly/win to enter. Winners tonight!,62,11,4.273,2,1,0,1,0,1,0,0,0,0.258,0,1,0,Instagram,user
ham,we're meeting at 6pm at the usual spot. don't be late,53,13,3.077,0,0,0,0,0,0,0,0,0,0,0,0,0,SMS,business
spam,Get followers — boost package $100 followers: linktr.ee/deal 🚀,62,9,5.333,0,0,0,0,0,1,1,0,0,0.016,0,1,0,SMS,unknown
spam,TXT WIN to 75719 to get concert tix 🎶 hurry!,44,9,3.667,1,1,1,0,1,0,1,0,0,0.136,0,0,0,Telegram,unknown
spam,Congrats! 🎉 You won 50 followers via WhatsApp. Tap go.shop/claim to claim. OTP: 7H0EQH,86,15,4.4,1,0,0,3,0,1,1,0,0,0.14,0,1,0,Instagram,registered_business
spam,🔥 Drop alert! Exclusive gift card on @ChaatApp. Claim: t.ly/win 💸,65,11,4.273,1,2,0,1,0,1,2,0,0,0.077,0,1,0,SMS,unknown
ham,"ma tard hunchu, 20 min delay. sorry yaar 💸 https://amazon.com/deal",66,12,4.083,0,0,0,0,0,1,1,0,0,0,0,0,1,WhatsApp,unknown
spam,Low-key insane cashback 100 followers when you shop at https://unknownsite.xyz/3d42b1 💸 use 01WB1P,98,16,4.938,0,1,0,0,0,1,1,0,0,0.041,0,0,0,Telegram,unknown
ham,"group study at my place 4pm, bring laptop https://amazon.com/yourorder",70,12,4.667,0,0,0,0,0,1,0,0,0,0,0,0,1,Telegram,user
spam,Influencer collab — DM YES or check https://example.com/offer ✨ @Trendify,73,11,5.091,0,1,0,1,0,1,1,1,0,0.096,0,0,1,SMS,user
ham,ikr that vid was insane 🤯 showed it to mom lol ठीक छ,52,13,2.923,0,0,0,0,0,0,0,1,0.103,0,0,0,0,WhatsApp,unknown
ham,srsly need coffee rn ☕ wanna grab?,34,6,4.333,0,0,0,0,0,0,1,0,0,0,0,0,0,Email,business
spam,Get followers — boost package 100 followers followers: tiny.one/drops 🚀,71,10,5.7,0,0,0,0,0,1,1,0,0,0.014,0,1,0,SMS,user
spam,Claim your gift: https://amazon.com/deal code 16XF3D 🎁,54,9,4.556,0,1,0,1,0,1,1,0,0,0.074,0,0,1,Instagram,unknown
spam,Congrats! 🎉 You won 100 followers via WhatsApp. Tap tiny.one/drops to claim. OTP: RS9TKE,88,15,4.533,1,0,0,2,0,1,1,0,0,0.148,0,1,0,SMS,business
spam,Win NFT mint pass! Go t.ly/win now. Only for followers of @ChaatApp 🔥,69,14,3.643,1,2,1,0,0,1,1,0,0,0.116,0,1,0,Email,unknown
ham,"ma tard hunchu, 20 min delay. sorry yaar ✨ https://brand.com/redeem धेरै राम्रो",79,17,3.235,0,0,0,1,0,1,1,0,0.172,0,0,1,1,SMS,unknown
ham,"omw to ur place, 10 min 😡",25,6,2.833,0,0,0,0,0,0,1,1,0,0,0,0,0,WhatsApp,business
ham,we're meeting at 6pm at the usual spot. don't be late https://amazon.com/deal ठीक छ,83,20,3.05,0,0,0,0,0,1,0,0,0.066,0,0,0,1,Telegram,unknown
spam,Win NFT mint pass! Go https://amazon.com/deal now. Only for followers of @ChaatApp 🔥,84,15,4.2,1,1,1,0,0,1,1,0,0,0.095,0,0,1,Telegram,unknown
spam,Win NFT mint pass! Go https://amazon.com/deal now. Only for followers of @TokNow 🔥,82,15,4.067,1,1,1,0,0,1,1,0,0,0.098,0,0,1,Email,unknown
ham,happy bday!!! gonna cake u later 🤯,34,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,WhatsApp,user
spam,Parcel held — release with link linktr.ee/deal or call 55552 to avoid return 💸,78,14,4.357,0,0,0,1,1,1,1,0,0,0.013,0,1,0,SMS,user
spam,FLASH GIVEAWAY! RT + click t.ly/win to enter. Winners tonight!,62,11,4.273,2,1,0,1,0,1,0,0,0,0.258,0,1,0,Email,unknown
ham,did u finish the assignment? i can't 🙃 ठीक छ,44,11,2.818,0,0,0,0,0,0,1,0,0.125,0,0,0,0,Instagram,unknown
ham,screenshot ur notes and send pls,32,6,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,Telegram,business
spam,Low-key insane cashback ₹2000 when you shop at https://spotify.com/promo 💸 use 03X4AN,85,15,4.4,0,1,0,0,0,1,1,0,0,0.047,0,0,1,SMS,verified
ham,lol that meme had me dead 😂 send it again ठिक छ,47,12,2.833,0,0,0,1,0,0,1,0,0.114,0,0,0,0,SMS,business
spam,Parcel held — release with link linktr.ee/deal or call 29471 to avoid return 💸,78,14,4.357,0,0,0,1,1,1,1,0,0,0.013,0,1,0,WhatsApp,unknown
spam,Limited drop: 90% off rare NFT — visit rb.gy/claim T&C apply,60,13,3.385,0,0,1,1,0,1,0,0,0,0.1,0,1,0,Email,unknown
spam,Limited drop: 90% off rare NFT — visit tiny.one/drops T&C apply,63,13,3.615,0,0,1,0,0,1,0,0,0,0.095,0,1,0,Instagram,unknown
ham,omggg they released season 3!! when r we watching? ठिक छ,56,12,3.5,2,0,0,0,0,0,0,0,0.095,0,0,0,0,Email,unknown
spam,Win NFT mint pass! Go go.shop/claim now. Only for followers of @Gramify 🔥,73,14,3.929,1,1,1,1,0,1,1,0,0,0.096,0,1,0,Instagram,unknown
spam,FLASH GIVEAWAY! RT + click https://amazon.com/deal to enter. Winners tonight!,77,12,4.917,2,0,0,1,0,1,0,0,0,0.208,0,0,1,Instagram,registered_business
ham,did u finish the assignment? i can't 🙃,38,8,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Instagram,business
spam,🔥 Drop alert! Exclusive gift card on @Gramify. Claim: linktr.ee/deal 🎁,70,11,4.727,1,1,0,1,0,1,2,0,0,0.057,0,1,0,SMS,unknown
ham,"phone battery low, using sis's rn. be there soon",48,10,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,SMS,unknown
spam,Parcel held — release with link tiny.one/drops or call 70914 to avoid return ❤️,79,14,4.357,0,0,0,1,1,1,1,0,0,0.013,0,1,0,Instagram,user
